"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-10-20 20:03:25 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Applied during year"
2016,Ghana,"Dem. Rep. of the Congo","G / FI",59
2016,Guinea,"Dem. Rep. of the Congo","G / FI",8
2016,Guinea-Bissau,"Dem. Rep. of the Congo","G / FI",
2016,Greece,"Dem. Rep. of the Congo","G / AR",31
2016,Greece,"Dem. Rep. of the Congo","G / FI",224
2016,Croatia,"Dem. Rep. of the Congo","G / FI",1
2016,Hungary,"Dem. Rep. of the Congo","G / FA",
2016,Hungary,"Dem. Rep. of the Congo","G / FI",33
2016,Hungary,"Dem. Rep. of the Congo","G / RA",4
2016,Indonesia,"Dem. Rep. of the Congo","U / FI",2
2016,Indonesia,"Dem. Rep. of the Congo","U / AR",1
2016,India,"Dem. Rep. of the Congo","U / FI",35
2016,India,"Dem. Rep. of the Congo","U / AR",7
2016,Ireland,"Dem. Rep. of the Congo","G / RA",1
2016,Ireland,"Dem. Rep. of the Congo","G / FI",67
2016,Ireland,"Dem. Rep. of the Congo","G / SP",14
2016,Ireland,"Dem. Rep. of the Congo","G / AR",64
2016,Ireland,"Dem. Rep. of the Congo","G / SP",10
2016,Italy,"Dem. Rep. of the Congo","G / FI",138
2016,Kenya,"Dem. Rep. of the Congo","J / AR",15
2016,Kenya,"Dem. Rep. of the Congo","J / FI",7357
2016,"Rep. of Korea","Dem. Rep. of the Congo","G / FA",10
2016,Lebanon,"Dem. Rep. of the Congo","U / AR",2
2016,Lebanon,"Dem. Rep. of the Congo","U / FI",4
2016,Liberia,"Dem. Rep. of the Congo","J / FI",1
2016,Libya,"Dem. Rep. of the Congo","U / FI",
2016,Liechtenstein,"Dem. Rep. of the Congo","G / FI",
2016,Luxembourg,"Dem. Rep. of the Congo","G / FI",14
2016,Luxembourg,"Dem. Rep. of the Congo","G / AR",2
2016,Luxembourg,"Dem. Rep. of the Congo","G / RA",1
2016,Luxembourg,"Dem. Rep. of the Congo","G / RA",1
2016,Latvia,"Dem. Rep. of the Congo","G / FI",1
2016,Morocco,"Dem. Rep. of the Congo","U / FI",191
2016,Morocco,"Dem. Rep. of the Congo","U / AR",52
2016,Madagascar,"Dem. Rep. of the Congo","U / FI",3
2016,Mexico,"Dem. Rep. of the Congo","G / FI",5
2016,Mali,"Dem. Rep. of the Congo","G / FI",3
2016,Mozambique,"Dem. Rep. of the Congo","G / FI",672
2016,Mauritania,"Dem. Rep. of the Congo","U / FI",7
2016,Malawi,"Dem. Rep. of the Congo","G / FI",5247
2016,Malawi,"Dem. Rep. of the Congo","G / AR",12
2016,Malaysia,"Dem. Rep. of the Congo","U / FI",7
2016,Malaysia,"Dem. Rep. of the Congo","U / AR",
2016,Namibia,"Dem. Rep. of the Congo","G / FI",446
2016,Niger,"Dem. Rep. of the Congo","G / FI",
2016,Nigeria,"Dem. Rep. of the Congo","G / FI",59
2016,Netherlands,"Dem. Rep. of the Congo","G / RA",3
2016,Netherlands,"Dem. Rep. of the Congo","G / FI",7
2016,Norway,"Dem. Rep. of the Congo","G / FI",17
2016,Norway,"Dem. Rep. of the Congo","G / AR",14
2016,"New Zealand","Dem. Rep. of the Congo","G / FI",2
2016,Peru,"Dem. Rep. of the Congo","G / FI",3
2016,Philippines,"Dem. Rep. of the Congo","G / FA",
2016,Poland,"Dem. Rep. of the Congo","G / FI",5
2016,Portugal,"Dem. Rep. of the Congo","G / FI",42
2016,Paraguay,"Dem. Rep. of the Congo","G / FI",5
2016,Romania,"Dem. Rep. of the Congo","G / RA",2
2016,Romania,"Dem. Rep. of the Congo","G / JR",
2016,Romania,"Dem. Rep. of the Congo","G / FI",4
2016,"Russian Federation","Dem. Rep. of the Congo","G / TA",19
2016,"Russian Federation","Dem. Rep. of the Congo","G / FI",13
2016,Rwanda,"Dem. Rep. of the Congo","G / FI",19
2016,Sudan,"Dem. Rep. of the Congo","G / FI",13
2016,Sudan,"Dem. Rep. of the Congo","U / FI",
2016,Senegal,"Dem. Rep. of the Congo","G / FA",34
2016,Somalia,"Dem. Rep. of the Congo","U / FI",
2016,"Serbia and Kosovo (S/RES/1244 (1999))","Dem. Rep. of the Congo","G / FI",
2016,"South Sudan","Dem. Rep. of the Congo","U / FI",2
2016,Slovakia,"Dem. Rep. of the Congo","G / RA",2
2016,Slovakia,"Dem. Rep. of the Congo","G / FI",2
2016,Slovenia,"Dem. Rep. of the Congo","G / FI",2
2016,Sweden,"Dem. Rep. of the Congo","G / AR",28
2016,Sweden,"Dem. Rep. of the Congo","G / FI",33
2016,Sweden,"Dem. Rep. of the Congo","G / RA",30
2016,Swaziland,"Dem. Rep. of the Congo","G / FI",38
2016,"Syrian Arab Rep.","Dem. Rep. of the Congo","U / FI",
2016,Chad,"Dem. Rep. of the Congo","G / FA",5
2016,Togo,"Dem. Rep. of the Congo","G / FA",5
2016,Thailand,"Dem. Rep. of the Congo","U / AR",2
2016,Thailand,"Dem. Rep. of the Congo","U / FI",9
2016,"Trinidad and Tobago","Dem. Rep. of the Congo","U / FI",1
2016,Tunisia,"Dem. Rep. of the Congo","U / AR",
2016,Turkey,"Dem. Rep. of the Congo","U / FI",39
2016,Turkey,"Dem. Rep. of the Congo","U / AR",3
2016,Turkey,"Dem. Rep. of the Congo","U / RA",
2016,"United Rep. of Tanzania","Dem. Rep. of the Congo","G / FI",6523
2016,Uganda,"Dem. Rep. of the Congo","G / FA",17857
2016,Ukraine,"Dem. Rep. of the Congo","G / JR",18
2016,Ukraine,"Dem. Rep. of the Congo","G / FI",8
2016,Ukraine,"Dem. Rep. of the Congo","U / AR",
2016,Ukraine,"Dem. Rep. of the Congo","U / FI",10
2016,"United States of America","Dem. Rep. of the Congo","G / EO",31
2016,"United States of America","Dem. Rep. of the Congo","G / IN",354
2016,"South Africa","Dem. Rep. of the Congo","G / AR",
2016,"South Africa","Dem. Rep. of the Congo","G / FI",5293
2016,"South Africa","Dem. Rep. of the Congo","G / AR",
2016,Zambia,Congo,"G / FI",
2016,Angola,Congo,"G / FI",
2016,Argentina,Congo,"G / AR",
2016,Argentina,Congo,"G / FI",
2016,Armenia,Congo,"G / RA",
2016,Australia,Congo,"G / FI",9
2016,Austria,Congo,"G / FA",11
2016,Belgium,Congo,"G / FI",33
2016,Belgium,Congo,"G / JR",5
2016,Belgium,Congo,"G / RA",5
2016,Bulgaria,Congo,"G / FI",5
2016,"Bosnia and Herzegovina",Congo,"G / FI",
2016,Brazil,Congo,"G / FI",274
2016,"Central African Rep.",Congo,"G / FI",6
2016,Canada,Congo,"G / FI",82
2016,Switzerland,Congo,"G / FI",4
2016,Chile,Congo,"G / FI",1
2016,China,Congo,"U / FI",
2016,"Côte d'Ivoire",Congo,"J / FA",
2016,Cameroon,Congo,"U / AR",7
2016,Cameroon,Congo,"U / RA",
2016,Cameroon,Congo,"U / FI",7
2016,"Dem. Rep. of the Congo",Congo,"G / FI",23
2016,"Costa Rica",Congo,"G / FI",9
2016,Cyprus,Congo,"G / RA",
2016,Cyprus,Congo,"G / FI",10
2016,"Czech Rep.",Congo,"G / FI",1
2016,Germany,Congo,"G / RA",2
2016,Germany,Congo,"G / JR",
2016,Germany,Congo,"G / NA",164
2016,Denmark,Congo,"G / FI",
2016,Algeria,Congo,"U / FI",5
2016,Algeria,Congo,"U / AR",1
2016,Egypt,Congo,"U / FI",5
2016,Egypt,Congo,"U / AR",3
2016,Spain,Congo,"G / FI",20
2016,Estonia,Congo,"G / FI",
2016,Ethiopia,Congo,"J / FI",
2016,Finland,Congo,"G / FI",1
2016,Finland,Congo,"G / RA",
2016,France,Congo,"G / FI",817
2016,France,Congo,"G / RA",26
2016,France,Congo,"G / AR",268
2016,France,Congo,"G / RA",41
2016,Gabon,Congo,"G / FA",
2016,"United Kingdom",Congo,"G / RA",
2016,"United Kingdom",Congo,"G / FI",44
2016,"United Kingdom",Congo,"G / AR",16
2016,Georgia,Congo,"G / FI",9
2016,Ghana,Congo,"G / FI",10
2016,Guinea-Bissau,Congo,"G / FI",
2016,Greece,Congo,"G / RA",1
2016,Greece,Congo,"G / FI",59
2016,Greece,Congo,"G / AR",9
2016,Haiti,Congo,"U / FI",
2016,Hungary,Congo,"G / FA",
2016,Hungary,Congo,"G / FI",12
2016,Hungary,Congo,"G / RA",1
2016,Indonesia,Congo,"U / AR",
2016,Indonesia,Congo,"U / FI",
2016,India,Congo,"U / FI",6
2016,Ireland,Congo,"G / SP",
2016,Ireland,Congo,"G / AR",3
2016,Ireland,Congo,"G / SP",
2016,Ireland,Congo,"G / FI",
2016,Italy,Congo,"G / FI",120
2016,Jordan,Congo,"U / FI",
2016,Kenya,Congo,"J / FI",42
2016,Cambodia,Congo,"G / FI",1
2016,Lebanon,Congo,"U / FI",1
2016,Liberia,Congo,"J / FI",
2016,Libya,Congo,"U / FI",
2016,Morocco,Congo,"U / FI",64
2016,Morocco,Congo,"U / AR",6
2016,Madagascar,Congo,"U / FI",1
2016,Mexico,Congo,"G / FI",1
2016,Mali,Congo,"G / FI",8
2016,Mozambique,Congo,"G / FI",5
2016,Mauritania,Congo,"U / FI",3
2016,Mauritania,Congo,"U / AR",1
2016,Malaysia,Congo,"U / FI",1
2016,Namibia,Congo,"G / FI",
2016,Netherlands,Congo,"G / RA",34
2016,Netherlands,Congo,"G / FI",48
2016,Norway,Congo,"G / FI",
2016,Norway,Congo,"G / AR",4
2016,Panama,Congo,"G / FI",5
2016,Philippines,Congo,"G / FA",
2016,Poland,Congo,"G / FI",2
2016,Poland,Congo,"G / AR",2
2016,Portugal,Congo,"G / FI",50
2016,Romania,Congo,"G / FI",
2016,"Russian Federation",Congo,"G / TA",10
2016,"Russian Federation",Congo,"G / FI",2
2016,Sudan,Congo,"G / FI",
2016,Sudan,Congo,"U / FI",1
2016,Senegal,Congo,"G / FA",17
2016,Somalia,Congo,"U / FI",2
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Congo,"G / FI",1
2016,Sweden,Congo,"G / FI",27
2016,Sweden,Congo,"G / RA",4
2016,Sweden,Congo,"G / AR",14
2016,Swaziland,Congo,"G / FI",
2016,Chad,Congo,"G / FA",
2016,Togo,Congo,"G / FA",
2016,Tunisia,Congo,"U / AR",
2016,Tunisia,Congo,"U / FI",3
2016,Turkey,Congo,"U / FI",28
2016,Uganda,Congo,"G / FA",3
2016,Ukraine,Congo,"G / FI",4
2016,Ukraine,Congo,"U / FI",1
2016,Ukraine,Congo,"G / JR",5
2016,"United States of America",Congo,"G / EO",35
2016,"United States of America",Congo,"G / IN",395
2016,"Venezuela (Bolivarian Republic of)",Congo,"G / FI",
2016,"South Africa",Congo,"G / FI",709
2016,"South Africa",Congo,"G / AR",
2016,"South Africa",Congo,"G / AR",
2016,"United Kingdom","Cook Islands","G / FI",
2016,"United Kingdom","Cook Islands","G / RA",
2016,"United Kingdom","Cook Islands","G / AR",
2016,Aruba,Colombia,"U / FI",1
2016,Aruba,Colombia,"U / AR",1
2016,Argentina,Colombia,"G / JR",
2016,Argentina,Colombia,"G / AR",
2016,Argentina,Colombia,"G / FI",34
2016,Australia,Colombia,"G / FI",65
2016,Australia,Colombia,"G / AR",9
2016,Austria,Colombia,"G / FA",3
2016,Belgium,Colombia,"G / FI",19
2016,Belgium,Colombia,"G / RA",1
2016,Belgium,Colombia,"G / JR",2
2016,Belize,Colombia,"J / FI",
2016,"Bolivia (Plurinational State of)",Colombia,"G / FI",6
2016,Brazil,Colombia,"G / FI",74
2016,Canada,Colombia,"G / FI",821
2016,Switzerland,Colombia,"G / FI",31
2016,Switzerland,Colombia,"G / FI",1
2016,Chile,Colombia,"G / FI",1804
2016,China,Colombia,"U / FI",4
2016,"Costa Rica",Colombia,"G / FI",669
2016,"Costa Rica",Colombia,"G / AR",786
2016,Curaçao,Colombia,"U / AR",1
2016,Curaçao,Colombia,"U / FI",30
2016,"Czech Rep.",Colombia,"G / FI",1
2016,Germany,Colombia,"G / JR",
2016,Germany,Colombia,"G / NA",57
2016,Germany,Colombia,"G / RA",
2016,Denmark,Colombia,"G / FI",5
2016,"Dominican Rep.",Colombia,"U / FI",7
2016,Spain,Colombia,"G / FI",656
2016,Finland,Colombia,"G / FI",2
2016,Finland,Colombia,"G / RA",
2016,France,Colombia,"G / FI",99
2016,France,Colombia,"G / RA",3
2016,France,Colombia,"G / AR",45
2016,"United Kingdom",Colombia,"G / FI",15
2016,"United Kingdom",Colombia,"G / RA",
2016,"United Kingdom",Colombia,"G / AR",
2016,Greece,Colombia,"G / FI",1
2016,Guatemala,Colombia,"G / FI",1
2016,Iceland,Colombia,"G / FI",2
2016,Italy,Colombia,"G / FI",89
2016,Mexico,Colombia,"G / FI",44
2016,Malta,Colombia,"G / AR",2
2016,Nicaragua,Colombia,"G / FI",1
2016,Netherlands,Colombia,"G / FI",36
2016,Norway,Colombia,"G / FI",8
2016,Norway,Colombia,"G / AR",7
2016,"New Zealand",Colombia,"G / FI",8
2016,Panama,Colombia,"G / FI",893
2016,Peru,Colombia,"G / FI",148
2016,Portugal,Colombia,"G / FI",7
2016,Paraguay,Colombia,"G / FI",
2016,"Russian Federation",Colombia,"G / TA",1
2016,"El Salvador",Colombia,"G / FI",
2016,Sweden,Colombia,"G / AR",37
2016,Sweden,Colombia,"G / RA",2
2016,Sweden,Colombia,"G / FI",119
2016,"Trinidad and Tobago",Colombia,"U / FI",2
2016,"Trinidad and Tobago",Colombia,"U / AR",
2016,Uruguay,Colombia,"G / FI",18
2016,"United States of America",Colombia,"G / IN",1577
2016,"United States of America",Colombia,"G / EO",190
2016,"Venezuela (Bolivarian Republic of)",Colombia,"G / FI",2868
2016,"South Africa",Colombia,"G / FI",1
2016,Austria,Comoros,"G / FA",3
2016,Belgium,Comoros,"G / FI",
2016,Belarus,Comoros,"G / FI",1
2016,Cyprus,Comoros,"G / FI",3
2016,Cyprus,Comoros,"G / AR",2
2016,Germany,Comoros,"G / NA",6
2016,Denmark,Comoros,"G / FI",
2016,Egypt,Comoros,"U / FI",
2016,Finland,Comoros,"G / RA",
2016,Finland,Comoros,"G / FI",1
2016,France,Comoros,"G / RA",5
2016,France,Comoros,"G / RA",1
2016,France,Comoros,"G / AR",104
2016,France,Comoros,"G / FI",258
2016,"United Kingdom",Comoros,"G / AR",
2016,"United Kingdom",Comoros,"G / RA",
2016,"United Kingdom",Comoros,"G / FI",9
2016,Greece,Comoros,"G / FI",5
2016,Greece,Comoros,"G / AR",1
2016,Hungary,Comoros,"G / FI",2
2016,Hungary,Comoros,"G / FA",
2016,Hungary,Comoros,"G / RA",1
2016,Ireland,Comoros,"G / SP",
2016,Italy,Comoros,"G / FI",16
2016,Malta,Comoros,"G / AR",
2016,Malta,Comoros,"G / FI",
2016,Portugal,Comoros,"G / FI",3
2016,Sweden,Comoros,"G / FI",
2016,Sweden,Comoros,"G / AR",1
2016,"Syrian Arab Rep.",Comoros,"U / FI",1
2016,"Syrian Arab Rep.",Comoros,"U / JR",3
2016,Ukraine,Comoros,"G / FI",
2016,"United States of America",Comoros,"G / EO",
2016,"United States of America",Comoros,"G / IN",2
2016,"South Africa",Comoros,"G / AR",
2016,"South Africa",Comoros,"G / AR",
2016,"South Africa",Comoros,"G / FI",1
2016,Argentina,"Cabo Verde","G / AR",
2016,Belgium,"Cabo Verde","G / FI",
2016,Brazil,"Cabo Verde","G / FI",18
2016,Canada,"Cabo Verde","G / FI",1
2016,Switzerland,"Cabo Verde","G / FI",
2016,Germany,"Cabo Verde","G / NA",2
2016,Spain,"Cabo Verde","G / FI",1
2016,Finland,"Cabo Verde","G / RA",
2016,Finland,"Cabo Verde","G / FI",1
2016,France,"Cabo Verde","G / AR",
2016,France,"Cabo Verde","G / FI",8
2016,"United Kingdom","Cabo Verde","G / RA",
2016,"United Kingdom","Cabo Verde","G / FI",
2016,"United Kingdom","Cabo Verde","G / AR",
2016,Ireland,"Cabo Verde","G / SP",
2016,Italy,"Cabo Verde","G / FI",2
2016,Netherlands,"Cabo Verde","G / FI",
2016,Netherlands,"Cabo Verde","G / RA",1
2016,Sweden,"Cabo Verde","G / FI",
2016,Sweden,"Cabo Verde","G / AR",
2016,"United States of America","Cabo Verde","G / EO",
2016,"United States of America","Cabo Verde","G / IN",6
2016,Argentina,"Costa Rica","G / AR",
2016,Argentina,"Costa Rica","G / FI",
2016,Belgium,"Costa Rica","G / FI",
2016,Brazil,"Costa Rica","G / FI",1
2016,Canada,"Costa Rica","G / FI",9
2016,Spain,"Costa Rica","G / FI",3
2016,France,"Costa Rica","G / FI",1
2016,"United Kingdom","Costa Rica","G / FI",
2016,"United Kingdom","Costa Rica","G / RA",
2016,"United Kingdom","Costa Rica","G / AR",
2016,Italy,"Costa Rica","G / FI",2
2016,Mexico,"Costa Rica","G / FI",
2016,Panama,"Costa Rica","G / FI",1
2016,Sweden,"Costa Rica","G / FI",
2016,Sweden,"Costa Rica","G / AR",2
2016,"United States of America","Costa Rica","G / EO",22
2016,"United States of America","Costa Rica","G / IN",83
2016,Argentina,Cuba,"G / JR",
2016,Argentina,Cuba,"G / FI",167
2016,Argentina,Cuba,"G / AR",
2016,Armenia,Cuba,"G / FI",6
2016,Australia,Cuba,"G / FI",3
2016,Austria,Cuba,"G / FA",15
2016,Belgium,Cuba,"G / FI",1
2016,Belgium,Cuba,"G / RA",
2016,Bahamas,Cuba,"J / FI",4
2016,"Bosnia and Herzegovina",Cuba,"G / FI",
2016,"Bolivia (Plurinational State of)",Cuba,"G / FI",2
2016,Brazil,Cuba,"G / FI",1370
2016,Canada,Cuba,"G / FI",67
2016,Switzerland,Cuba,"G / FI",1
2016,Switzerland,Cuba,"G / FI",2
2016,Chile,Cuba,"G / FI",56
2016,Colombia,Cuba,"G / FI",54
2016,Colombia,Cuba,"G / AR",
2016,"Costa Rica",Cuba,"G / FI",89
2016,"Costa Rica",Cuba,"G / AR",78
2016,Curaçao,Cuba,"U / FI",1
2016,"Cayman Islands",Cuba,"G / FI",177
2016,Cyprus,Cuba,"G / AR",
2016,"Czech Rep.",Cuba,"G / FI",80
2016,"Czech Rep.",Cuba,"G / RA",5
2016,Germany,Cuba,"G / NA",79
2016,Germany,Cuba,"G / RA",2
2016,Germany,Cuba,"G / JR",
2016,Denmark,Cuba,"G / AR",1
2016,"Dominican Rep.",Cuba,"U / FI",5
2016,Spain,Cuba,"G / FI",82
2016,Estonia,Cuba,"G / FI",
2016,Ethiopia,Cuba,"J / FI",
2016,Finland,Cuba,"G / FI",4
2016,Finland,Cuba,"G / RA",
2016,France,Cuba,"G / AR",27
2016,France,Cuba,"G / FI",79
2016,France,Cuba,"G / RA",1
2016,France,Cuba,"G / RA",1
2016,"United Kingdom",Cuba,"G / RA",
2016,"United Kingdom",Cuba,"G / AR",
2016,"United Kingdom",Cuba,"G / FI",2
2016,Greece,Cuba,"G / AR",4
2016,Greece,Cuba,"G / FI",2
2016,Honduras,Cuba,"G / FA",2
2016,Croatia,Cuba,"G / JR",
2016,Croatia,Cuba,"G / FI",4
2016,Haiti,Cuba,"U / FI",2
2016,Hungary,Cuba,"G / RA",18
2016,Hungary,Cuba,"G / FI",91
2016,Hungary,Cuba,"G / FA",
2016,India,Cuba,"U / AR",
2016,Ireland,Cuba,"G / AR",2
2016,Ireland,Cuba,"G / SP",1
2016,Ireland,Cuba,"G / FI",1
2016,Italy,Cuba,"G / FI",58
2016,Jamaica,Cuba,"U / FI",17
2016,"Saint Lucia",Cuba,"U / FI",1
2016,Lithuania,Cuba,"G / FI",6
2016,Luxembourg,Cuba,"G / FI",1
2016,Mexico,Cuba,"G / FI",43
2016,Montenegro,Cuba,"G / FA",14
2016,Mozambique,Cuba,"G / FI",
2016,Netherlands,Cuba,"G / RA",1
2016,Netherlands,Cuba,"G / FI",23
2016,Norway,Cuba,"G / FI",1
2016,Norway,Cuba,"G / AR",1
2016,Panama,Cuba,"G / FI",33
2016,Peru,Cuba,"G / FI",427
2016,Poland,Cuba,"G / FI",2
2016,Portugal,Cuba,"G / FI",3
2016,Paraguay,Cuba,"G / FI",18
2016,Romania,Cuba,"G / FI",2
2016,"Russian Federation",Cuba,"G / FI",1
2016,Senegal,Cuba,"G / FA",
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Cuba,"G / FI",10
2016,Suriname,Cuba,"U / FI",40
2016,Slovakia,Cuba,"G / FI",1
2016,Slovenia,Cuba,"G / FI",4
2016,Sweden,Cuba,"G / FI",46
2016,Sweden,Cuba,"G / RA",15
2016,Sweden,Cuba,"G / AR",40
2016,"Sint Maarten (Dutch part)",Cuba,"U / FI",
2016,"Trinidad and Tobago",Cuba,"U / AR",
2016,"Trinidad and Tobago",Cuba,"U / FI",66
2016,Turkey,Cuba,"U / FI",
2016,Ukraine,Cuba,"G / FI",
2016,Ukraine,Cuba,"G / JR",
2016,Uruguay,Cuba,"G / FI",341
2016,"United States of America",Cuba,"G / IN",30
2016,"United States of America",Cuba,"G / EO",117
2016,"Venezuela (Bolivarian Republic of)",Cuba,"G / FI",
2016,"British Virgin Islands",Cuba,"U / FI",17
2016,"South Africa",Cuba,"G / FI",
2016,India,Cuba,"U / FI",
2016,"United Kingdom",Curaçao,"G / RA",
2016,"United Kingdom",Curaçao,"G / AR",
2016,"United Kingdom",Curaçao,"G / FI",
2016,"United Kingdom","Cayman Islands","G / AR",
2016,"United Kingdom","Cayman Islands","G / RA",
2016,"United Kingdom","Cayman Islands","G / FI",
2016,Australia,Cyprus,"G / FI",6
2016,Belgium,Cyprus,"G / FI",
2016,Brazil,Cyprus,"G / FI",2
2016,Canada,Cyprus,"G / FI",3
2016,Germany,Cyprus,"G / NA",
2016,"United Kingdom",Cyprus,"G / RA",
2016,"United Kingdom",Cyprus,"G / FI",1
2016,"United Kingdom",Cyprus,"G / AR",1
2016,Sweden,Cyprus,"G / FI",1
2016,"United States of America",Cyprus,"G / EO",
2016,Argentina,"Czech Rep.","G / FI",1
2016,Argentina,"Czech Rep.","G / AR",
2016,Australia,"Czech Rep.","G / AR",
2016,Australia,"Czech Rep.","G / FI",6
2016,Austria,"Czech Rep.","G / FA",2
2016,Brazil,"Czech Rep.","G / FI",
2016,Canada,"Czech Rep.","G / FI",138
2016,Switzerland,"Czech Rep.","G / FI",2
2016,Germany,"Czech Rep.","G / RA",6
2016,Germany,"Czech Rep.","G / NA",3
2016,Germany,"Czech Rep.","G / JR",
2016,France,"Czech Rep.","G / FI",2
2016,"United Kingdom","Czech Rep.","G / FI",2
2016,"United Kingdom","Czech Rep.","G / AR",1
2016,"United Kingdom","Czech Rep.","G / RA",
2016,Liechtenstein,"Czech Rep.","G / FI",1
2016,Mexico,"Czech Rep.","G / FI",
2016,Norway,"Czech Rep.","G / FI",2
2016,"New Zealand","Czech Rep.","G / FI",4
2016,Philippines,"Czech Rep.","G / FA",
2016,"Russian Federation","Czech Rep.","G / FI",1
2016,"Russian Federation","Czech Rep.","G / TA",1
2016,Slovakia,"Czech Rep.","G / FI",1
2016,"United States of America","Czech Rep.","G / IN",2
2016,"United States of America","Czech Rep.","G / EO",4
2016,"South Africa","Czech Rep.","G / AR",
2016,Argentina,Germany,"G / AR",
2016,Argentina,Germany,"G / FI",
2016,Australia,Germany,"G / FI",18
2016,Australia,Germany,"G / AR",2
2016,Austria,Germany,"G / FA",2
2016,Belgium,Germany,"G / FI",4
2016,Belgium,Germany,"G / RA",2
2016,Brazil,Germany,"G / FI",2
2016,Canada,Germany,"G / FI",9
2016,Switzerland,Germany,"G / FI",5
2016,Denmark,Germany,"G / FI",1
2016,Spain,Germany,"G / FI",1
2016,Finland,Germany,"G / FI",1
2016,Finland,Germany,"G / RA",
2016,France,Germany,"G / AR",3
2016,France,Germany,"G / FI",
2016,"United Kingdom",Germany,"G / RA",
2016,"United Kingdom",Germany,"G / FI",3
2016,"United Kingdom",Germany,"G / AR",
2016,Croatia,Germany,"G / FI",1
2016,Croatia,Germany,"G / JR",1
2016,Iceland,Germany,"G / FI",2
2016,Mexico,Germany,"G / FI",1
2016,Namibia,Germany,"G / FI",
2016,Norway,Germany,"G / FI",4
2016,Norway,Germany,"G / AR",3
2016,"New Zealand",Germany,"G / FI",1
2016,Sweden,Germany,"G / FI",2
2016,Sweden,Germany,"G / RA",1
2016,Uruguay,Germany,"G / FI",1
2016,"United States of America",Germany,"G / IN",34
2016,"United States of America",Germany,"G / EO",4
2016,"Venezuela (Bolivarian Republic of)",Germany,"G / FI",2
2016,"South Africa",Germany,"G / AR",
2016,"South Africa",Germany,"G / FI",
2016,Angola,Djibouti,"G / FI",
2016,Australia,Djibouti,"G / FI",
2016,Belgium,Djibouti,"G / FI",83
2016,Belgium,Djibouti,"G / JR",34
2016,Belgium,Djibouti,"G / RA",37
2016,Canada,Djibouti,"G / FI",211
2016,Switzerland,Djibouti,"G / FI",8
2016,Germany,Djibouti,"G / NA",16
2016,Germany,Djibouti,"G / RA",
2016,Germany,Djibouti,"G / JR",
2016,Denmark,Djibouti,"G / FI",
2016,Egypt,Djibouti,"U / FI",5
2016,Egypt,Djibouti,"U / AR",8
2016,Ethiopia,Djibouti,"J / FI",
2016,France,Djibouti,"G / FI",61
2016,France,Djibouti,"G / RA",2
2016,France,Djibouti,"G / RA",2
2016,France,Djibouti,"G / AR",26
2016,"United Kingdom",Djibouti,"G / RA",
2016,"United Kingdom",Djibouti,"G / FI",6
2016,"United Kingdom",Djibouti,"G / AR",
2016,Greece,Djibouti,"G / FI",1
2016,Italy,Djibouti,"G / FI",1
2016,Kenya,Djibouti,"J / FI",
2016,Kuwait,Djibouti,"U / FI",
2016,Luxembourg,Djibouti,"G / FI",1
2016,Netherlands,Djibouti,"G / FI",2
2016,Norway,Djibouti,"G / FI",3
2016,Norway,Djibouti,"G / AR",4
2016,Somalia,Djibouti,"U / FI",7
2016,Sweden,Djibouti,"G / RA",24
2016,Sweden,Djibouti,"G / AR",28
2016,Sweden,Djibouti,"G / FI",9
2016,Turkey,Djibouti,"U / AR",1
2016,Turkey,Djibouti,"U / FI",3
2016,"United States of America",Djibouti,"G / IN",142
2016,"United States of America",Djibouti,"G / EO",4
2016,Yemen,Djibouti,"U / FI",
2016,Argentina,Dominica,"G / AR",
2016,Australia,Dominica,"G / FI",
2016,Brazil,Dominica,"G / FI",1
2016,Canada,Dominica,"G / FI",1
2016,France,Dominica,"G / AR",1
2016,France,Dominica,"G / RA",3
2016,France,Dominica,"G / FI",6
2016,"United Kingdom",Dominica,"G / FI",10
2016,"United Kingdom",Dominica,"G / AR",2
2016,"United Kingdom",Dominica,"G / RA",
2016,Hungary,Dominica,"G / FA",
