"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-10-20 20:03:25 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Applied during year"
2016,Romania,"Syrian Arab Rep.","G / FI",816
2016,Romania,"Syrian Arab Rep.","G / JR",
2016,"Russian Federation","Syrian Arab Rep.","G / FI",220
2016,"Russian Federation","Syrian Arab Rep.","G / TA",1045
2016,"Saudi Arabia","Syrian Arab Rep.","U / FI",20
2016,Sudan,"Syrian Arab Rep.","G / FI",2
2016,Sudan,"Syrian Arab Rep.","U / FI",
2016,Senegal,"Syrian Arab Rep.","G / FA",
2016,Somalia,"Syrian Arab Rep.","U / FI",
2016,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","G / FI",64
2016,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","G / FI",100
2016,"South Sudan","Syrian Arab Rep.","U / FI",1
2016,Slovakia,"Syrian Arab Rep.","G / RA",4
2016,Slovakia,"Syrian Arab Rep.","G / FI",10
2016,Slovenia,"Syrian Arab Rep.","G / RA",9
2016,Slovenia,"Syrian Arab Rep.","G / FI",273
2016,Sweden,"Syrian Arab Rep.","G / FI",4706
2016,Sweden,"Syrian Arab Rep.","G / RA",749
2016,Sweden,"Syrian Arab Rep.","G / AR",3147
2016,"Sint Maarten (Dutch part)","Syrian Arab Rep.","U / FI",
2016,Chad,"Syrian Arab Rep.","G / FA",7
2016,Togo,"Syrian Arab Rep.","G / FA",2
2016,Thailand,"Syrian Arab Rep.","U / AR",1
2016,Thailand,"Syrian Arab Rep.","U / FI",70
2016,Thailand,"Syrian Arab Rep.","U / RA",2
2016,"Trinidad and Tobago","Syrian Arab Rep.","U / FI",24
2016,Turkey,"Syrian Arab Rep.","U / FI",35
2016,Turkey,"Syrian Arab Rep.","U / AR",
2016,Uganda,"Syrian Arab Rep.","G / FA",3
2016,Ukraine,"Syrian Arab Rep.","G / JR",96
2016,Ukraine,"Syrian Arab Rep.","U / FI",34
2016,Ukraine,"Syrian Arab Rep.","G / FI",72
2016,Uruguay,"Syrian Arab Rep.","G / FI",
2016,"United States of America","Syrian Arab Rep.","G / EO",156
2016,"United States of America","Syrian Arab Rep.","G / IN",652
2016,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.","G / FI",18
2016,Yemen,"Syrian Arab Rep.","U / FI",
2016,"South Africa","Syrian Arab Rep.","G / AR",
2016,"South Africa","Syrian Arab Rep.","G / AR",
2016,"South Africa","Syrian Arab Rep.","G / FI",20
2016,Canada,"Turks and Caicos Islands","G / FI",
2016,"United Kingdom","Turks and Caicos Islands","G / AR",
2016,"United Kingdom","Turks and Caicos Islands","G / RA",
2016,"United Kingdom","Turks and Caicos Islands","G / FI",
2016,Ukraine,"Turks and Caicos Islands","G / FI",
2016,"United States of America","Turks and Caicos Islands","G / EO",
2016,Angola,Chad,"G / FI",
2016,Argentina,Chad,"G / FI",
2016,Australia,Chad,"G / AR",1
2016,Australia,Chad,"G / FI",3
2016,Austria,Chad,"G / FA",3
2016,Belgium,Chad,"G / FI",8
2016,Belgium,Chad,"G / JR",6
2016,Belgium,Chad,"G / RA",4
2016,"Burkina Faso",Chad,"J / FI",
2016,"Central African Rep.",Chad,"G / FI",15
2016,Canada,Chad,"G / FI",159
2016,Switzerland,Chad,"G / FI",20
2016,Switzerland,Chad,"G / FI",1
2016,"Côte d'Ivoire",Chad,"J / FA",
2016,Cameroon,Chad,"U / AR",85
2016,Cameroon,Chad,"U / RA",12
2016,Cameroon,Chad,"U / FI",85
2016,"Dem. Rep. of the Congo",Chad,"G / FI",
2016,Congo,Chad,"G / FA",3
2016,Germany,Chad,"G / RA",17
2016,Germany,Chad,"G / NA",160
2016,Germany,Chad,"G / JR",
2016,Denmark,Chad,"G / FI",
2016,Algeria,Chad,"U / AR",1
2016,Algeria,Chad,"U / FI",
2016,Algeria,Chad,"U / RA",1
2016,Egypt,Chad,"U / FI",18
2016,Egypt,Chad,"U / AR",9
2016,Spain,Chad,"G / FI",8
2016,Ethiopia,Chad,"J / FI",
2016,Finland,Chad,"G / FI",
2016,France,Chad,"G / AR",284
2016,France,Chad,"G / FI",406
2016,France,Chad,"G / RA",13
2016,France,Chad,"G / RA",21
2016,Gabon,Chad,"G / FA",1
2016,"United Kingdom",Chad,"G / AR",4
2016,"United Kingdom",Chad,"G / RA",
2016,"United Kingdom",Chad,"G / FI",3
2016,Ghana,Chad,"G / FI",7
2016,Hungary,Chad,"G / FA",
2016,Ireland,Chad,"G / SP",
2016,Ireland,Chad,"G / SP",
2016,Iceland,Chad,"G / FI",1
2016,Italy,Chad,"G / FI",99
2016,Jordan,Chad,"U / FI",6
2016,Jordan,Chad,"U / AR",1
2016,Kenya,Chad,"J / FI",
2016,Lebanon,Chad,"U / FI",1
2016,Libya,Chad,"U / FI",7
2016,Luxembourg,Chad,"G / JR",1
2016,Luxembourg,Chad,"G / AR",
2016,Luxembourg,Chad,"G / FI",
2016,Morocco,Chad,"U / AR",1
2016,Morocco,Chad,"U / FI",4
2016,Mali,Chad,"G / FI",7
2016,Malta,Chad,"G / AR",1
2016,Mauritania,Chad,"U / AR",3
2016,Mauritania,Chad,"U / FI",1
2016,Namibia,Chad,"G / FI",
2016,Nigeria,Chad,"G / FI",13
2016,Netherlands,Chad,"G / FI",5
2016,Netherlands,Chad,"G / RA",1
2016,"Russian Federation",Chad,"G / TA",1
2016,"Saudi Arabia",Chad,"U / FI",8
2016,Sudan,Chad,"U / FI",
2016,Sudan,Chad,"G / FI",
2016,Senegal,Chad,"G / FA",1
2016,Sweden,Chad,"G / FI",1
2016,Sweden,Chad,"G / AR",5
2016,Sweden,Chad,"G / RA",1
2016,"Syrian Arab Rep.",Chad,"U / FI",14
2016,"Syrian Arab Rep.",Chad,"U / JR",1
2016,"Syrian Arab Rep.",Chad,"U / JR",4
2016,Togo,Chad,"G / FA",2
2016,Turkey,Chad,"U / FI",
2016,Uganda,Chad,"G / FA",2
2016,Ukraine,Chad,"G / FI",
2016,Ukraine,Chad,"G / JR",
2016,Ukraine,Chad,"U / FI",
2016,"United States of America",Chad,"G / IN",46
2016,"United States of America",Chad,"G / EO",7
2016,"South Africa",Chad,"G / AR",
2016,"South Africa",Togo,"G / AR",
2016,Argentina,Togo,"G / FI",
2016,Australia,Togo,"G / FI",3
2016,Austria,Togo,"G / FA",9
2016,Belgium,Togo,"G / JR",93
2016,Belgium,Togo,"G / FI",90
2016,Belgium,Togo,"G / RA",16
2016,Benin,Togo,"G / FI",
2016,"Burkina Faso",Togo,"J / FI",
2016,Brazil,Togo,"G / FI",61
2016,"Central African Rep.",Togo,"G / FI",
2016,Canada,Togo,"G / FI",34
2016,Switzerland,Togo,"G / FI",6
2016,Switzerland,Togo,"G / FI",57
2016,Chile,Togo,"G / FI",
2016,China,Togo,"U / AR",1
2016,China,Togo,"U / FI",
2016,"Côte d'Ivoire",Togo,"J / FA",
2016,Cameroon,Togo,"U / AR",3
2016,Cameroon,Togo,"U / FI",1
2016,"Dem. Rep. of the Congo",Togo,"G / FI",
2016,"Costa Rica",Togo,"G / FI",14
2016,Cyprus,Togo,"G / FI",3
2016,Cyprus,Togo,"G / AR",
2016,"Czech Rep.",Togo,"G / FI",1
2016,Germany,Togo,"G / JR",
2016,Germany,Togo,"G / NA",415
2016,Germany,Togo,"G / RA",15
2016,Denmark,Togo,"G / FI",
2016,Denmark,Togo,"G / AR",1
2016,Algeria,Togo,"U / AR",1
2016,Algeria,Togo,"U / FI",3
2016,Egypt,Togo,"U / FI",3
2016,Spain,Togo,"G / FI",4
2016,Estonia,Togo,"G / FI",1
2016,Finland,Togo,"G / RA",
2016,Finland,Togo,"G / FI",3
2016,France,Togo,"G / FI",114
2016,France,Togo,"G / RA",9
2016,France,Togo,"G / RA",6
2016,France,Togo,"G / AR",115
2016,Gabon,Togo,"G / FA",1
2016,"United Kingdom",Togo,"G / FI",3
2016,"United Kingdom",Togo,"G / AR",1
2016,"United Kingdom",Togo,"G / RA",
2016,Georgia,Togo,"G / FI",
2016,Ghana,Togo,"G / FI",74
2016,Greece,Togo,"G / RA",1
2016,Greece,Togo,"G / AR",4
2016,Greece,Togo,"G / FI",6
2016,Hungary,Togo,"G / RA",1
2016,Hungary,Togo,"G / FI",3
2016,Hungary,Togo,"G / FA",
2016,Indonesia,Togo,"U / FI",
2016,Ireland,Togo,"G / FI",
2016,Ireland,Togo,"G / SP",1
2016,Ireland,Togo,"G / AR",5
2016,Ireland,Togo,"G / SP",
2016,Italy,Togo,"G / FI",643
2016,"Rep. of Korea",Togo,"G / FA",1
2016,Lebanon,Togo,"U / AR",1
2016,Lebanon,Togo,"U / FI",
2016,Libya,Togo,"U / FI",
2016,Luxembourg,Togo,"G / JR",2
2016,Luxembourg,Togo,"G / AR",4
2016,Luxembourg,Togo,"G / FI",3
2016,Morocco,Togo,"U / FI",4
2016,Morocco,Togo,"U / AR",3
2016,Mexico,Togo,"G / FI",6
2016,Malta,Togo,"G / FI",1
2016,Malta,Togo,"G / AR",1
2016,Mauritania,Togo,"U / AR",
2016,Mauritania,Togo,"U / FI",7
2016,Malaysia,Togo,"U / FI",5
2016,Namibia,Togo,"G / FI",
2016,Niger,Togo,"G / FI",
2016,Nigeria,Togo,"G / FI",15
2016,Netherlands,Togo,"G / FI",4
2016,Netherlands,Togo,"G / RA",4
2016,Norway,Togo,"G / FI",1
2016,"New Zealand",Togo,"G / FI",1
2016,Poland,Togo,"G / FI",
2016,Portugal,Togo,"G / FI",3
2016,"Russian Federation",Togo,"G / FI",
2016,"Russian Federation",Togo,"G / TA",2
2016,Senegal,Togo,"G / FA",4
2016,"Sierra Leone",Togo,"G / FI",
2016,Sweden,Togo,"G / AR",5
2016,Sweden,Togo,"G / FI",
2016,Sweden,Togo,"G / RA",
2016,Thailand,Togo,"U / FI",
2016,Turkey,Togo,"U / FI",
2016,Ukraine,Togo,"U / AR",
2016,Ukraine,Togo,"G / JR",
2016,Ukraine,Togo,"G / FI",
2016,"United States of America",Togo,"G / IN",144
2016,"United States of America",Togo,"G / EO",35
2016,"South Africa",Togo,"G / FI",5
2016,"South Africa",Togo,"G / AR",
2016,"South Africa",Thailand,"G / AR",
2016,"South Africa",Thailand,"G / FI",52
2016,Argentina,Thailand,"G / AR",
2016,Argentina,Thailand,"G / FI",
2016,Australia,Thailand,"G / AR",29
2016,Australia,Thailand,"G / FI",204
2016,Austria,Thailand,"G / FA",1
2016,Belgium,Thailand,"G / RA",
2016,Belgium,Thailand,"G / FI",1
2016,Brazil,Thailand,"G / FI",1
2016,Canada,Thailand,"G / FI",11
2016,"Czech Rep.",Thailand,"G / FI",1
2016,Germany,Thailand,"G / NA",5
2016,Germany,Thailand,"G / JR",
2016,Germany,Thailand,"G / RA",
2016,Denmark,Thailand,"G / FI",1
2016,Denmark,Thailand,"G / AR",
2016,France,Thailand,"G / FI",6
2016,France,Thailand,"G / RA",1
2016,France,Thailand,"G / AR",4
2016,"United Kingdom",Thailand,"G / AR",5
2016,"United Kingdom",Thailand,"G / FI",29
2016,"United Kingdom",Thailand,"G / RA",1
2016,Indonesia,Thailand,"U / FI",
2016,India,Thailand,"U / AR",
2016,India,Thailand,"U / FI",1
2016,Ireland,Thailand,"G / SP",
2016,Italy,Thailand,"G / FI",2
2016,Japan,Thailand,"G / AR",
2016,Cambodia,Thailand,"G / FI",
2016,"Rep. of Korea",Thailand,"G / FA",139
2016,Malaysia,Thailand,"U / AR",
2016,Malaysia,Thailand,"U / FI",4
2016,Netherlands,Thailand,"G / FI",2
2016,Norway,Thailand,"G / AR",2
2016,"New Zealand",Thailand,"G / FI",3
2016,Philippines,Thailand,"G / FA",
2016,Romania,Thailand,"G / FI",1
2016,Sweden,Thailand,"G / FI",8
2016,Sweden,Thailand,"G / AR",12
2016,Sweden,Thailand,"G / RA",4
2016,"United States of America",Thailand,"G / IN",24
2016,"United States of America",Thailand,"G / EO",10
2016,"South Africa",Thailand,"G / AR",
2016,Australia,Tibetan,"G / FI",12
2016,Brazil,Tibetan,"G / FI",
2016,Spain,Tibetan,"G / FI",2
2016,"United Kingdom",Tibetan,"G / RA",
2016,Kenya,Tibetan,"J / FI",3
2016,Turkey,Tibetan,"U / FI",
2016,Afghanistan,Tajikistan,"U / AR",
2016,Afghanistan,Tajikistan,"U / FI",1
2016,Australia,Tajikistan,"G / AR",1
2016,Australia,Tajikistan,"G / FI",
2016,Austria,Tajikistan,"G / FA",109
2016,Belgium,Tajikistan,"G / JR",2
2016,Belgium,Tajikistan,"G / FI",8
2016,Belgium,Tajikistan,"G / RA",2
2016,Belarus,Tajikistan,"G / FI",20
2016,Canada,Tajikistan,"G / FI",12
2016,Switzerland,Tajikistan,"G / FI",10
2016,Germany,Tajikistan,"G / NA",1979
2016,Germany,Tajikistan,"G / RA",34
2016,Germany,Tajikistan,"G / JR",
2016,Egypt,Tajikistan,"U / AR",9
2016,Egypt,Tajikistan,"U / FI",31
2016,Spain,Tajikistan,"G / FI",
2016,Finland,Tajikistan,"G / FI",4
2016,Finland,Tajikistan,"G / RA",
2016,France,Tajikistan,"G / AR",8
2016,France,Tajikistan,"G / FI",12
2016,"United Kingdom",Tajikistan,"G / RA",
2016,"United Kingdom",Tajikistan,"G / FI",8
2016,"United Kingdom",Tajikistan,"G / AR",
2016,Georgia,Tajikistan,"G / FI",2
2016,Hungary,Tajikistan,"G / FI",62
2016,Hungary,Tajikistan,"G / FA",
2016,India,Tajikistan,"U / FI",6
2016,Italy,Tajikistan,"G / FI",3
2016,Jordan,Tajikistan,"U / FI",2
2016,Kyrgyzstan,Tajikistan,"G / FI",1
2016,"Rep. of Korea",Tajikistan,"G / FA",21
2016,Lithuania,Tajikistan,"G / FI",18
2016,Luxembourg,Tajikistan,"G / RA",1
2016,Latvia,Tajikistan,"G / FI",14
2016,"Rep. of Moldova",Tajikistan,"G / FI",3
2016,"Rep. of Moldova",Tajikistan,"G / JR",1
2016,Netherlands,Tajikistan,"G / FI",19
2016,Netherlands,Tajikistan,"G / RA",4
2016,Norway,Tajikistan,"G / RA",2
2016,Norway,Tajikistan,"G / FI",7
2016,Norway,Tajikistan,"G / AR",15
2016,Pakistan,Tajikistan,"U / FI",
2016,Poland,Tajikistan,"G / AR",18
2016,Poland,Tajikistan,"G / FI",835
2016,Portugal,Tajikistan,"G / FI",1
2016,"Russian Federation",Tajikistan,"G / FI",9
2016,"Russian Federation",Tajikistan,"G / TA",29
2016,Sweden,Tajikistan,"G / RA",10
2016,Sweden,Tajikistan,"G / AR",49
2016,Sweden,Tajikistan,"G / FI",26
2016,"Syrian Arab Rep.",Tajikistan,"U / JR",2
2016,"Syrian Arab Rep.",Tajikistan,"U / FI",1
2016,Turkey,Tajikistan,"U / AR",8
2016,Turkey,Tajikistan,"U / FI",90
2016,Ukraine,Tajikistan,"G / FI",18
2016,Ukraine,Tajikistan,"U / FI",7
2016,Ukraine,Tajikistan,"G / JR",4
2016,"United States of America",Tajikistan,"G / EO",19
2016,"United States of America",Tajikistan,"G / IN",109
2016,Argentina,Turkmenistan,"G / FI",
2016,Austria,Turkmenistan,"G / FA",1
2016,Azerbaijan,Turkmenistan,"U / FI",1
2016,Azerbaijan,Turkmenistan,"G / FI",
2016,Belgium,Turkmenistan,"G / FI",
2016,Bulgaria,Turkmenistan,"G / FI",1
2016,Canada,Turkmenistan,"G / FI",2
2016,Switzerland,Turkmenistan,"G / FI",1
2016,"Czech Rep.",Turkmenistan,"G / FI",5
2016,Germany,Turkmenistan,"G / RA",10
2016,Germany,Turkmenistan,"G / NA",179
2016,Germany,Turkmenistan,"G / JR",
2016,Denmark,Turkmenistan,"G / FI",1
2016,Spain,Turkmenistan,"G / FI",
2016,France,Turkmenistan,"G / FI",8
2016,France,Turkmenistan,"G / AR",1
2016,"United Kingdom",Turkmenistan,"G / AR",4
2016,"United Kingdom",Turkmenistan,"G / FI",7
2016,"United Kingdom",Turkmenistan,"G / RA",1
2016,India,Turkmenistan,"U / FI",1
2016,"Rep. of Moldova",Turkmenistan,"G / FI",1
2016,Netherlands,Turkmenistan,"G / FI",
2016,Norway,Turkmenistan,"G / RA",
2016,Norway,Turkmenistan,"G / FI",2
2016,Norway,Turkmenistan,"G / AR",3
2016,Poland,Turkmenistan,"G / FI",10
2016,Romania,Turkmenistan,"G / FI",1
2016,"Russian Federation",Turkmenistan,"G / FI",4
2016,"Russian Federation",Turkmenistan,"G / TA",16
2016,Sweden,Turkmenistan,"G / RA",
2016,Sweden,Turkmenistan,"G / FI",1
2016,Sweden,Turkmenistan,"G / AR",4
2016,Turkey,Turkmenistan,"U / AR",3
2016,Turkey,Turkmenistan,"U / FI",201
2016,Ukraine,Turkmenistan,"G / JR",
2016,Ukraine,Turkmenistan,"G / FI",
2016,"United States of America",Turkmenistan,"G / EO",5
2016,"United States of America",Turkmenistan,"G / IN",39
2016,Australia,Timor-Leste,"G / FI",
2016,Belgium,Timor-Leste,"G / FI",
2016,Germany,Timor-Leste,"G / NA",1
2016,"United Kingdom",Timor-Leste,"G / FI",
2016,"United Kingdom",Timor-Leste,"G / AR",
2016,"United Kingdom",Timor-Leste,"G / RA",
2016,Mexico,Timor-Leste,"G / FI",
2016,"South Africa",Timor-Leste,"G / FI",
2016,Australia,Tonga,"G / FI",55
2016,Australia,Tonga,"G / AR",13
2016,"United Kingdom",Tonga,"G / RA",
2016,"United Kingdom",Tonga,"G / AR",
2016,"United Kingdom",Tonga,"G / FI",
2016,"New Zealand",Tonga,"G / FI",
2016,"United States of America",Tonga,"G / EO",
2016,"United States of America",Tonga,"G / IN",1
2016,Austria,"Trinidad and Tobago","G / FA",
2016,Canada,"Trinidad and Tobago","G / FI",7
2016,Switzerland,"Trinidad and Tobago","G / FI",2
2016,Germany,"Trinidad and Tobago","G / JR",
2016,Germany,"Trinidad and Tobago","G / NA",3
2016,"United Kingdom","Trinidad and Tobago","G / RA",
2016,"United Kingdom","Trinidad and Tobago","G / AR",13
2016,"United Kingdom","Trinidad and Tobago","G / FI",35
2016,Netherlands,"Trinidad and Tobago","G / FI",22
2016,Sweden,"Trinidad and Tobago","G / FI",
2016,"United States of America","Trinidad and Tobago","G / IN",34
2016,"United States of America","Trinidad and Tobago","G / EO",23
2016,"South Africa",Tunisia,"G / FI",2
2016,Albania,Tunisia,"G / FI",3
2016,Argentina,Tunisia,"G / FI",1
2016,Australia,Tunisia,"G / AR",2
2016,Australia,Tunisia,"G / FI",3
2016,Austria,Tunisia,"G / FA",123
2016,Belgium,Tunisia,"G / JR",23
2016,Belgium,Tunisia,"G / RA",12
2016,Belgium,Tunisia,"G / FI",52
2016,Bulgaria,Tunisia,"G / FI",2
2016,Bulgaria,Tunisia,"G / RA",3
2016,Brazil,Tunisia,"G / FI",8
2016,Canada,Tunisia,"G / FI",39
2016,Switzerland,Tunisia,"G / FI",213
2016,Switzerland,Tunisia,"G / FI",39
2016,Cyprus,Tunisia,"G / FI",1
2016,"Czech Rep.",Tunisia,"G / FI",6
2016,Germany,Tunisia,"G / JR",
2016,Germany,Tunisia,"G / RA",103
2016,Germany,Tunisia,"G / NA",871
2016,Denmark,Tunisia,"G / AR",5
2016,Denmark,Tunisia,"G / FI",54
2016,Algeria,Tunisia,"U / FI",1
2016,Egypt,Tunisia,"U / FI",2
2016,Spain,Tunisia,"G / FI",25
2016,Finland,Tunisia,"G / FI",10
2016,Finland,Tunisia,"G / RA",
2016,Fiji,Tunisia,"G / AR",1
2016,Fiji,Tunisia,"G / AR",
2016,France,Tunisia,"G / AR",89
2016,France,Tunisia,"G / RA",1
2016,France,Tunisia,"G / RA",10
2016,France,Tunisia,"G / FI",312
2016,"United Kingdom",Tunisia,"G / FI",49
2016,"United Kingdom",Tunisia,"G / AR",16
2016,"United Kingdom",Tunisia,"G / RA",1
2016,Georgia,Tunisia,"G / FI",
2016,Greece,Tunisia,"G / RA",1
2016,Greece,Tunisia,"G / FI",48
2016,Greece,Tunisia,"G / AR",23
2016,Croatia,Tunisia,"G / FI",8
2016,Hungary,Tunisia,"G / FA",
2016,Hungary,Tunisia,"G / FI",63
2016,Hungary,Tunisia,"G / RA",4
2016,Indonesia,Tunisia,"U / FI",
2016,Ireland,Tunisia,"G / FI",2
2016,Ireland,Tunisia,"G / AR",3
2016,Iraq,Tunisia,"U / FI",
2016,Iceland,Tunisia,"G / FI",2
2016,Italy,Tunisia,"G / FI",337
2016,Jordan,Tunisia,"U / FI",10
2016,Kazakhstan,Tunisia,"G / FI",
2016,"Rep. of Korea",Tunisia,"G / FA",16
2016,Lebanon,Tunisia,"U / AR",
2016,Libya,Tunisia,"U / FI",
2016,Liechtenstein,Tunisia,"G / FI",
2016,Luxembourg,Tunisia,"G / RA",1
2016,Luxembourg,Tunisia,"G / AR",7
2016,Luxembourg,Tunisia,"G / FI",38
2016,Luxembourg,Tunisia,"G / JR",1
2016,Morocco,Tunisia,"U / FI",1
2016,"Rep. of Moldova",Tunisia,"G / JR",
2016,"The former Yugoslav Republic of Macedonia",Tunisia,"G / FA",1
2016,Malta,Tunisia,"G / AR",1
2016,Malta,Tunisia,"G / FI",4
2016,Montenegro,Tunisia,"G / FA",5
2016,Malaysia,Tunisia,"U / AR",3
2016,Malaysia,Tunisia,"U / FI",3
2016,Netherlands,Tunisia,"G / FI",209
2016,Netherlands,Tunisia,"G / RA",2
2016,Norway,Tunisia,"G / AR",13
2016,Norway,Tunisia,"G / FI",8
2016,Oman,Tunisia,"U / FI",1
2016,Poland,Tunisia,"G / AR",1
2016,Poland,Tunisia,"G / FI",4
2016,Portugal,Tunisia,"G / FI",1
2016,Romania,Tunisia,"G / RA",1
2016,Romania,Tunisia,"G / FI",7
2016,"Russian Federation",Tunisia,"G / TA",
2016,"Russian Federation",Tunisia,"G / FI",
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Tunisia,"G / FI",
2016,Slovakia,Tunisia,"G / RA",1
2016,Slovakia,Tunisia,"G / FI",
2016,Slovenia,Tunisia,"G / FI",11
2016,Sweden,Tunisia,"G / AR",65
2016,Sweden,Tunisia,"G / RA",29
2016,Sweden,Tunisia,"G / FI",77
2016,"Syrian Arab Rep.",Tunisia,"U / FI",9
2016,"Syrian Arab Rep.",Tunisia,"U / JR",10
2016,Turkey,Tunisia,"U / AR",
2016,Turkey,Tunisia,"U / FI",24
2016,Ukraine,Tunisia,"G / JR",
2016,Ukraine,Tunisia,"G / FI",1
2016,Uruguay,Tunisia,"G / FI",1
2016,"United States of America",Tunisia,"G / EO",6
2016,"United States of America",Tunisia,"G / IN",46
2016,Yemen,Tunisia,"U / FI",
2016,"South Africa",Tunisia,"G / AR",
2016,Albania,Turkey,"G / FI",2
2016,Argentina,Turkey,"G / FI",12
2016,Armenia,Turkey,"U / FI",
2016,Armenia,Turkey,"G / FI",3
2016,Armenia,Turkey,"G / JR",1
2016,Australia,Turkey,"G / AR",126
2016,Australia,Turkey,"G / FI",160
2016,Austria,Turkey,"G / FA",310
2016,Azerbaijan,Turkey,"G / FI",
2016,Azerbaijan,Turkey,"U / FI",8
2016,Belgium,Turkey,"G / JR",30
2016,Belgium,Turkey,"G / FI",652
2016,Belgium,Turkey,"G / RA",84
2016,Benin,Turkey,"G / FI",5
2016,Bulgaria,Turkey,"G / FI",15
2016,Bulgaria,Turkey,"G / RA",2
2016,Bahrain,Turkey,"U / FI",5
2016,"Bosnia and Herzegovina",Turkey,"G / FI",19
2016,"Bosnia and Herzegovina",Turkey,"G / JR",
2016,Belarus,Turkey,"G / FI",1
2016,Brazil,Turkey,"G / FI",5
2016,Canada,Turkey,"G / FI",1106
2016,Switzerland,Turkey,"G / FI",51
2016,Switzerland,Turkey,"G / FI",475
2016,Chile,Turkey,"G / FI",9
2016,Colombia,Turkey,"G / FI",19
2016,"Costa Rica",Turkey,"G / FI",
2016,"Costa Rica",Turkey,"G / AR",2
2016,Cyprus,Turkey,"G / AR",4
2016,Cyprus,Turkey,"G / FI",27
2016,Cyprus,Turkey,"G / RA",2
2016,"Czech Rep.",Turkey,"G / FI",23
2016,Germany,Turkey,"G / RA",359
2016,Germany,Turkey,"G / NA",5383
2016,Germany,Turkey,"G / JR",
2016,Denmark,Turkey,"G / FI",19
2016,Denmark,Turkey,"G / AR",7
2016,"Dominican Rep.",Turkey,"U / FI",5
2016,Spain,Turkey,"G / FI",23
2016,Estonia,Turkey,"G / FI",5
2016,Finland,Turkey,"G / RA",3
2016,Finland,Turkey,"G / FI",98
2016,France,Turkey,"G / RA",312
2016,France,Turkey,"G / AR",500
2016,France,Turkey,"G / FI",1017
2016,France,Turkey,"G / RA",330
2016,"United Kingdom",Turkey,"G / AR",158
2016,"United Kingdom",Turkey,"G / FI",424
2016,"United Kingdom",Turkey,"G / RA",4
2016,Georgia,Turkey,"G / FI",34
2016,Greece,Turkey,"G / RA",7
2016,Greece,Turkey,"G / AR",37
2016,Greece,Turkey,"G / FI",182
2016,Croatia,Turkey,"G / FI",68
2016,Croatia,Turkey,"G / JR",1
2016,Hungary,Turkey,"G / FA",
2016,Hungary,Turkey,"G / FI",411
2016,Hungary,Turkey,"G / RA",14
2016,Indonesia,Turkey,"U / FI",5
2016,Ireland,Turkey,"G / AR",1
2016,Ireland,Turkey,"G / FI",1
2016,Ireland,Turkey,"G / SP",1
2016,Ireland,Turkey,"G / SP",
2016,Iraq,Turkey,"U / FI",2611
2016,Iceland,Turkey,"G / FI",
2016,Italy,Turkey,"G / FI",335
2016,Jordan,Turkey,"U / FI",
2016,Japan,Turkey,"G / FI",1143
2016,Japan,Turkey,"G / AR",575
2016,Kyrgyzstan,Turkey,"G / FI",1
2016,"Rep. of Korea",Turkey,"G / FA",11
2016,Lebanon,Turkey,"U / FI",7
2016,Lithuania,Turkey,"G / FI",6
2016,Luxembourg,Turkey,"G / FI",15
2016,Luxembourg,Turkey,"G / AR",1
2016,Luxembourg,Turkey,"G / RA",1
2016,Luxembourg,Turkey,"G / JR",1
2016,Latvia,Turkey,"G / FI",4
2016,Morocco,Turkey,"U / FI",7
2016,"Rep. of Moldova",Turkey,"G / JR",1
2016,"Rep. of Moldova",Turkey,"G / FI",2
2016,Mexico,Turkey,"G / FI",1
2016,Malta,Turkey,"G / AR",2
2016,Malta,Turkey,"G / FI",5
2016,Montenegro,Turkey,"G / FA",3
2016,Malaysia,Turkey,"U / FI",1
2016,Nigeria,Turkey,"G / FI",1
2016,Netherlands,Turkey,"G / RA",15
2016,Netherlands,Turkey,"G / FI",299
2016,Norway,Turkey,"G / RA",8
2016,Norway,Turkey,"G / AR",41
2016,Norway,Turkey,"G / FI",81
2016,"New Zealand",Turkey,"G / FI",19
2016,Pakistan,Turkey,"U / FI",370
2016,Peru,Turkey,"G / FI",36
2016,Philippines,Turkey,"G / FA",11
2016,Poland,Turkey,"G / AR",6
2016,Poland,Turkey,"G / FI",65
2016,Portugal,Turkey,"G / FI",4
2016,Paraguay,Turkey,"G / FI",4
2016,Romania,Turkey,"G / RA",1
2016,Romania,Turkey,"G / FI",33
2016,Romania,Turkey,"G / JR",
2016,"Russian Federation",Turkey,"G / FI",7
2016,"Russian Federation",Turkey,"G / TA",9
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Turkey,"G / FI",1
2016,Slovakia,Turkey,"G / FI",
2016,Slovenia,Turkey,"G / FI",60
2016,Sweden,Turkey,"G / AR",161
2016,Sweden,Turkey,"G / FI",692
2016,Sweden,Turkey,"G / RA",49
2016,"Syrian Arab Rep.",Turkey,"U / FI",17
2016,Tunisia,Turkey,"U / FI",5
2016,Uganda,Turkey,"G / FA",
2016,Ukraine,Turkey,"G / JR",
2016,Ukraine,Turkey,"G / FI",10
2016,Uruguay,Turkey,"G / FI",1
